,moverscore,number of Unique sentences,title,source
50,0.5689511902251635,1,the-last-of-the-mohicans-chapter-25-source-stable-27,cliffnotes
51,0.7049338184932002,1,the-last-of-the-mohicans-chapter-26-source-stable-10,cliffnotes
52,0.5596687932428708,1,the-last-of-the-mohicans-chapter-26-source-stable-6,cliffnotes
53,0.6895230182369787,1,the-last-of-the-mohicans-chapter-26-source-stable-3,cliffnotes
54,0.5374092348999383,1,the-last-of-the-mohicans-chapter-27-source-stable-13,cliffnotes
55,0.5971279960842263,1,the-last-of-the-mohicans-chapter-27-source-stable-16,cliffnotes
56,0.6348378565222619,1,the-last-of-the-mohicans-chapter-27-source-stable-17,cliffnotes
57,0.5870347185177145,1,the-last-of-the-mohicans-chapter-27-source-stable-18,cliffnotes
58,0.5377700934325232,1,the-last-of-the-mohicans-chapter-30-source-stable-31,cliffnotes
59,0.6177958048163562,1,the-last-of-the-mohicans-chapter-30-source-stable-9,cliffnotes
60,0.5065657649390316,1,the-last-of-the-mohicans-chapter-30-source-stable-5,cliffnotes
61,0.5384323016536409,1,the-last-of-the-mohicans-chapter-30-source-stable-17,cliffnotes
62,0.5971057719680417,1,the-last-of-the-mohicans-chapter-30-source-stable-22,cliffnotes
63,0.5174030252529777,1,the-last-of-the-mohicans-chapter-30-source-stable-30,cliffnotes
64,0.5194816379438505,1,the-last-of-the-mohicans-chapter-31-source-stable-1,cliffnotes
65,0.6165104098824776,1,the-last-of-the-mohicans-chapter-31-source-stable-2,cliffnotes
66,0.5766170328280954,1,the-last-of-the-mohicans-chapter-31-source-stable-8,cliffnotes
67,0.5565708588093812,1,the-last-of-the-mohicans-chapter-31-source-stable-11,cliffnotes
68,0.5452409512618361,1,the-last-of-the-mohicans-chapter-31-source-stable-17,cliffnotes
69,0.5414075025757972,1,the-last-of-the-mohicans-chapter-31-source-stable-18,cliffnotes
70,0.6201324586528145,1,the-last-of-the-mohicans-chapter-31-source-stable-21,cliffnotes
71,0.5399792826769323,1,the-last-of-the-mohicans-chapter-32-source-stable-2,cliffnotes
72,0.5303413415082499,1,the-last-of-the-mohicans-chapter-32-source-stable-4,cliffnotes
73,0.5665523255611152,1,the-last-of-the-mohicans-chapter-32-source-stable-13,cliffnotes
74,0.5670971842930769,1,the-last-of-the-mohicans-chapter-32-source-stable-21,cliffnotes
75,0.5418226641897829,2,the-last-of-the-mohicans-chapter-32-source-stable-23,cliffnotes
76,0.6044166778894677,2,the-last-of-the-mohicans-chapter-32-source-stable-24,cliffnotes
77,0.5509379552795739,1,the-last-of-the-mohicans-chapter-32-source-stable-25,cliffnotes
78,0.5673867289205755,3,the-last-of-the-mohicans-chapter-32-source-stable-29,cliffnotes
79,0.596595674764652,1,the-last-of-the-mohicans-chapter-33-source-stable-12,cliffnotes
80,0.5297869523029773,1,the-last-of-the-mohicans-chapter-33-source-stable-24,cliffnotes
81,0.5623059414666405,1,the-last-of-the-mohicans-chapter-33-source-stable-20,cliffnotes
82,0.5983246311560351,1,the-last-of-the-mohicans-chapter-33-source-stable-26,cliffnotes
83,0.4898471523824032,1,the-last-of-the-mohicans-chapter-3-source-stable-4,sparknotes
84,0.601834882676539,2,the-last-of-the-mohicans-chapter-3-source-stable-13,sparknotes
85,0.5319288176935679,1,the-last-of-the-mohicans-chapter-3-source-stable-16,sparknotes
86,0.5577072322562149,1,the-last-of-the-mohicans-chapter-3-source-stable-15,sparknotes
87,0.5189913686017049,1,the-last-of-the-mohicans-chapter-4-source-stable-4,sparknotes
88,0.6140471547319656,1,the-last-of-the-mohicans-chapter-4-source-stable-5,sparknotes
89,0.5535355657288343,1,the-last-of-the-mohicans-chapter-4-source-stable-10,sparknotes
90,0.5657952214577244,1,the-last-of-the-mohicans-chapter-4-source-stable-19,sparknotes
91,0.5456976019488308,1,the-last-of-the-mohicans-chapter-4-source-stable-13,sparknotes
92,0.5076375172603729,1,the-last-of-the-mohicans-chapter-4-source-stable-9,sparknotes
93,0.5979323855951202,1,the-last-of-the-mohicans-chapter-5-source-stable-1,sparknotes
94,0.5531844295769935,1,the-last-of-the-mohicans-chapter-5-source-stable-5,sparknotes
95,0.559671745672795,1,the-last-of-the-mohicans-chapter-5-source-stable-14,sparknotes
96,0.5626076590482898,1,the-last-of-the-mohicans-chapter-5-source-stable-6,sparknotes
97,0.5859310050563662,1,the-last-of-the-mohicans-chapter-5-source-stable-11,sparknotes
98,0.5703599479415662,1,the-last-of-the-mohicans-chapter-5-source-stable-15,sparknotes
99,0.5465569909935116,1,the-last-of-the-mohicans-chapter-6-source-stable-4,sparknotes
100,0.5366584607184292,2,the-last-of-the-mohicans-chapter-6-source-stable-17,sparknotes
101,0.5727705405536491,2,the-last-of-the-mohicans-chapter-6-source-stable-10,sparknotes
102,0.5369639505219161,1,the-last-of-the-mohicans-chapter-6-source-stable-15,sparknotes
103,0.5077921015436526,1,the-last-of-the-mohicans-chapter-6-source-stable-20,sparknotes
104,0.5796420135282563,1,the-last-of-the-mohicans-chapter-6-source-stable-19,sparknotes
105,0.5349457736718068,1,the-last-of-the-mohicans-chapter-6-source-stable-16,sparknotes
106,0.5419913651642458,1,the-last-of-the-mohicans-chapter-9-source-stable-9,sparknotes
107,0.5383741818686474,2,the-last-of-the-mohicans-chapter-9-source-stable-7,sparknotes
108,0.5348179486350333,1,the-last-of-the-mohicans-chapter-9-source-stable-6,sparknotes
109,0.5528964165116645,1,the-last-of-the-mohicans-chapter-12-source-stable-6,sparknotes
110,0.5455251990441758,1,the-last-of-the-mohicans-chapter-12-source-stable-15,sparknotes
111,0.5327937269397789,1,the-last-of-the-mohicans-chapter-12-source-stable-4,sparknotes
112,0.578893362491627,1,the-last-of-the-mohicans-chapter-15-source-stable-7,sparknotes
113,0.5753284046521755,1,the-last-of-the-mohicans-chapter-15-source-stable-15,sparknotes
114,0.5997352255594564,2,the-last-of-the-mohicans-chapter-15-source-stable-19,sparknotes
115,0.5281150024674098,1,the-last-of-the-mohicans-chapter-16-source-stable-21,sparknotes
116,0.5118230917763076,1,the-last-of-the-mohicans-chapter-16-source-stable-2,sparknotes
117,0.5383295243578348,1,the-last-of-the-mohicans-chapter-16-source-stable-5,sparknotes
118,0.5530336354777584,1,the-last-of-the-mohicans-chapter-16-source-stable-1,sparknotes
119,0.5718437361792083,1,the-last-of-the-mohicans-chapter-16-source-stable-18,sparknotes
120,0.5224690093891636,1,the-last-of-the-mohicans-chapter-17-source-stable-18,sparknotes
121,0.5239915555763117,1,the-last-of-the-mohicans-chapter-17-source-stable-20,sparknotes
122,0.5386910882789318,1,the-last-of-the-mohicans-chapter-17-source-stable-29,sparknotes
123,0.5371861413258211,1,the-last-of-the-mohicans-chapter-17-source-stable-30,sparknotes
124,0.5526908575295701,1,the-last-of-the-mohicans-chapter-22-source-stable-0,sparknotes
125,0.5740170800223168,1,the-last-of-the-mohicans-chapter-22-source-stable-7,sparknotes
126,0.6456179884630614,1,the-last-of-the-mohicans-chapter-22-source-stable-16,sparknotes
127,0.5327127956620984,1,the-last-of-the-mohicans-chapter-22-source-stable-18,sparknotes
128,0.6263411079083986,1,the-last-of-the-mohicans-chapter-22-source-stable-21,sparknotes
129,0.5387566280575331,1,the-last-of-the-mohicans-chapter-22-source-stable-23,sparknotes
130,0.574625719376651,2,the-last-of-the-mohicans-chapter-25-source-stable-3,sparknotes
131,0.5869508533468282,1,the-last-of-the-mohicans-chapter-25-source-stable-17,sparknotes
132,0.5324890592366017,1,the-last-of-the-mohicans-chapter-25-source-stable-20,sparknotes
133,0.5689511908004052,1,the-last-of-the-mohicans-chapter-25-source-stable-27,sparknotes
134,0.7049338195029269,1,the-last-of-the-mohicans-chapter-26-source-stable-10,sparknotes
135,0.5507465274056207,1,the-last-of-the-mohicans-chapter-26-source-stable-6,sparknotes
136,0.6895230187622338,1,the-last-of-the-mohicans-chapter-26-source-stable-3,sparknotes
137,0.5743228930246049,1,the-last-of-the-mohicans-chapter-27-source-stable-17,sparknotes
138,0.5518935329312531,1,the-last-of-the-mohicans-chapter-27-source-stable-13,sparknotes
139,0.597127993605009,1,the-last-of-the-mohicans-chapter-27-source-stable-16,sparknotes
140,0.581363819159295,1,the-last-of-the-mohicans-chapter-27-source-stable-18,sparknotes
141,0.5065657652906961,1,the-last-of-the-mohicans-chapter-30-source-stable-5,sparknotes
142,0.5384323023448386,1,the-last-of-the-mohicans-chapter-30-source-stable-17,sparknotes
143,0.5648062900864264,1,the-last-of-the-mohicans-chapter-30-source-stable-22,sparknotes
144,0.6177958028090399,1,the-last-of-the-mohicans-chapter-30-source-stable-9,sparknotes
145,0.517403026824455,1,the-last-of-the-mohicans-chapter-30-source-stable-30,sparknotes
146,0.537770093530639,1,the-last-of-the-mohicans-chapter-30-source-stable-31,sparknotes
147,0.5194816355397412,1,the-last-of-the-mohicans-chapter-31-source-stable-1,sparknotes
148,0.5323578935819114,1,the-last-of-the-mohicans-chapter-31-source-stable-18,sparknotes
149,0.6165104186352304,1,the-last-of-the-mohicans-chapter-31-source-stable-2,sparknotes
150,0.5766170378712849,1,the-last-of-the-mohicans-chapter-31-source-stable-8,sparknotes
151,0.5524461586902101,1,the-last-of-the-mohicans-chapter-31-source-stable-11,sparknotes
152,0.5725035433823362,1,the-last-of-the-mohicans-chapter-31-source-stable-17,sparknotes
153,0.5773032023956222,1,the-last-of-the-mohicans-chapter-31-source-stable-21,sparknotes
154,0.5399792847909776,1,the-last-of-the-mohicans-chapter-32-source-stable-2,sparknotes
155,0.5665523253348794,1,the-last-of-the-mohicans-chapter-32-source-stable-13,sparknotes
156,0.5450538193488748,1,the-last-of-the-mohicans-chapter-32-source-stable-23,sparknotes
157,0.5534090611019111,1,the-last-of-the-mohicans-chapter-32-source-stable-21,sparknotes
158,0.5902490977746143,2,the-last-of-the-mohicans-chapter-32-source-stable-24,sparknotes
159,0.5501223045766988,1,the-last-of-the-mohicans-chapter-32-source-stable-25,sparknotes
160,0.5303413419436914,1,the-last-of-the-mohicans-chapter-32-source-stable-4,sparknotes
161,0.5794908148948984,2,the-last-of-the-mohicans-chapter-32-source-stable-29,sparknotes
162,0.5328717670852069,1,the-last-of-the-mohicans-chapter-33-source-stable-20,sparknotes
163,0.5965956743189701,1,the-last-of-the-mohicans-chapter-33-source-stable-12,sparknotes
164,0.5376962710928992,1,the-last-of-the-mohicans-chapter-33-source-stable-24,sparknotes
165,0.5983246290222664,1,the-last-of-the-mohicans-chapter-33-source-stable-26,sparknotes
166,0.5296703563344611,1,dracula-chapter-1-source-stable-3,gradesaver
167,0.521607238918108,1,dracula-chapter-1-source-stable-0,gradesaver
168,0.5659591079319702,1,dracula-chapter-1-source-stable-2,gradesaver
169,0.5131555465986559,1,dracula-chapter-1-source-stable-6,gradesaver
170,0.5503886910563945,1,dracula-chapter-1-source-stable-8,gradesaver
171,0.5588873156150059,1,dracula-chapter-1-source-stable-10,gradesaver
172,0.503954956809951,1,dracula-chapter-1-source-stable-24,gradesaver
173,0.5469208848784087,2,dracula-chapter-1-source-stable-14,gradesaver
174,0.555478550821414,1,dracula-chapter-1-source-stable-18,gradesaver
175,0.5387536556714052,1,dracula-chapter-1-source-stable-17,gradesaver
176,0.535186893399349,2,dracula-chapter-1-source-stable-31,gradesaver
177,0.5350853066070377,1,dracula-chapter-1-source-stable-22,gradesaver
178,0.5409879781123506,1,dracula-chapter-1-source-stable-25,gradesaver
179,0.544729767551693,1,dracula-chapter-1-source-stable-23,gradesaver
180,0.5306616458988176,1,dracula-chapter-1-source-stable-30,gradesaver
181,0.5319810428876942,1,dracula-chapter-1-source-stable-32,gradesaver
182,0.5393516190070657,1,dracula-chapter-2-source-stable-17,gradesaver
183,0.5605367708209474,2,dracula-chapter-2-source-stable-8,gradesaver
184,0.566781521214839,1,dracula-chapter-2-source-stable-11,gradesaver
185,0.5353860130466517,2,dracula-chapter-2-source-stable-12,gradesaver
186,0.5471189500204958,1,dracula-chapter-2-source-stable-32,gradesaver
187,0.5785467435568731,1,dracula-chapter-2-source-stable-15,gradesaver
188,0.5655659948298928,1,dracula-chapter-2-source-stable-7,gradesaver
189,0.5330476195621102,1,dracula-chapter-2-source-stable-16,gradesaver
190,0.5346343580474869,2,dracula-chapter-2-source-stable-28,gradesaver
191,0.5620365046763498,2,dracula-chapter-2-source-stable-35,gradesaver
192,0.5466023277458784,1,dracula-chapter-2-source-stable-36,gradesaver
193,0.5393570712989988,1,dracula-chapter-2-source-stable-37,gradesaver
194,0.5401058289170773,1,dracula-chapter-2-source-stable-38,gradesaver
195,0.4987079210152626,1,dracula-chapter-3-source-stable-14,gradesaver
196,0.537965473894814,1,dracula-chapter-3-source-stable-6,gradesaver
197,0.5515585989570458,1,dracula-chapter-3-source-stable-1,gradesaver
198,0.5800542595602451,1,dracula-chapter-3-source-stable-3,gradesaver
199,0.5423106518711449,1,dracula-chapter-3-source-stable-4,gradesaver
200,0.5975875134429073,1,dracula-chapter-3-source-stable-8,gradesaver
201,0.5437477452493213,2,dracula-chapter-3-source-stable-13,gradesaver
202,0.5714959709753131,2,dracula-chapter-3-source-stable-16,gradesaver
203,0.5758259074908286,1,dracula-chapter-3-source-stable-18,gradesaver
204,0.6001086679791098,1,dracula-chapter-3-source-stable-19,gradesaver
205,0.5592902178003627,2,dracula-chapter-3-source-stable-21,gradesaver
206,0.5202513787692707,1,dracula-chapter-3-source-stable-32,gradesaver
207,0.5619158850117265,1,dracula-chapter-3-source-stable-31,gradesaver
208,0.5277153451197651,1,dracula-chapter-3-source-stable-34,gradesaver
209,0.54593989444853,1,dracula-chapter-4-source-stable-14,gradesaver
210,0.5347076113330643,1,dracula-chapter-4-source-stable-51,gradesaver
211,0.5862850357062745,2,dracula-chapter-4-source-stable-4,gradesaver
212,0.510884630074797,1,dracula-chapter-4-source-stable-32,gradesaver
213,0.5209668746539553,1,dracula-chapter-4-source-stable-6,gradesaver
214,0.5636059624668817,2,dracula-chapter-4-source-stable-8,gradesaver
215,0.5518451808904363,1,dracula-chapter-4-source-stable-43,gradesaver
216,0.5251449903262548,1,dracula-chapter-4-source-stable-12,gradesaver
217,0.5516066095458821,1,dracula-chapter-4-source-stable-16,gradesaver
218,0.5360483125433938,1,dracula-chapter-4-source-stable-27,gradesaver
219,0.554642136801516,2,dracula-chapter-4-source-stable-37,gradesaver
220,0.5614876151917528,1,dracula-chapter-4-source-stable-0,gradesaver
221,0.5701162390550557,1,dracula-chapter-4-source-stable-26,gradesaver
222,0.5761577732451318,1,dracula-chapter-4-source-stable-48,gradesaver
223,0.7588815441510652,1,dracula-chapter-4-source-stable-34,gradesaver
224,0.5577112953740736,1,dracula-chapter-4-source-stable-35,gradesaver
225,0.5464997826079562,2,dracula-chapter-4-source-stable-36,gradesaver
226,0.5404417052217061,1,dracula-chapter-4-source-stable-41,gradesaver
227,0.5393434213363036,1,dracula-chapter-4-source-stable-44,gradesaver
228,0.5771501859345695,1,dracula-chapter-4-source-stable-49,gradesaver
229,0.5298633768688603,1,dracula-chapter-4-source-stable-38,gradesaver
230,0.5248990036369688,1,dracula-chapter-4-source-stable-40,gradesaver
231,0.5455043763151787,2,dracula-chapter-5-source-stable-2,gradesaver
232,0.528210715722729,2,dracula-chapter-5-source-stable-4,gradesaver
233,0.5446753673290337,2,dracula-chapter-5-source-stable-1,gradesaver
234,0.5397487987148876,1,dracula-chapter-5-source-stable-15,gradesaver
235,0.5233182215802428,1,dracula-chapter-5-source-stable-22,gradesaver
236,0.5308263710808464,1,dracula-chapter-6-source-stable-41,gradesaver
237,0.533336005709835,1,dracula-chapter-6-source-stable-0,gradesaver
238,0.5284083732060034,1,dracula-chapter-6-source-stable-8,gradesaver
239,0.5225769074494191,1,dracula-chapter-6-source-stable-3,gradesaver
240,0.5396990246032084,1,dracula-chapter-6-source-stable-22,gradesaver
241,0.5362656435897551,1,dracula-chapter-6-source-stable-23,gradesaver
242,0.6090158061031774,1,dracula-chapter-6-source-stable-24,gradesaver
243,0.5850479426873492,1,dracula-chapter-6-source-stable-27,gradesaver
244,0.5358179488579857,1,dracula-chapter-6-source-stable-33,gradesaver
245,0.5368009503915481,1,dracula-chapter-6-source-stable-25,gradesaver
246,0.5845879689386067,1,dracula-chapter-6-source-stable-35,gradesaver
247,0.5499153989852837,1,dracula-chapter-6-source-stable-39,gradesaver
248,0.59474383538231,1,dracula-chapter-6-source-stable-2,gradesaver
249,0.5032317982278864,1,dracula-chapter-7-source-stable-1,gradesaver
250,0.5581716523660637,1,dracula-chapter-7-source-stable-12,gradesaver
251,0.563999262154422,1,dracula-chapter-7-source-stable-0,gradesaver
252,0.5499709316836694,1,dracula-chapter-7-source-stable-10,gradesaver
253,0.5469333735371864,2,dracula-chapter-7-source-stable-47,gradesaver
254,0.5524609704803148,1,dracula-chapter-7-source-stable-35,gradesaver
255,0.5634088593429101,1,dracula-chapter-7-source-stable-21,gradesaver
256,0.5374122337394218,1,dracula-chapter-7-source-stable-33,gradesaver
257,0.5279799144871776,2,dracula-chapter-7-source-stable-5,gradesaver
258,0.548444625176866,1,dracula-chapter-7-source-stable-25,gradesaver
259,0.5497253476451226,1,dracula-chapter-7-source-stable-29,gradesaver
260,0.5668953773903816,3,dracula-chapter-7-source-stable-52,gradesaver
261,0.5233188003880057,2,dracula-chapter-8-source-stable-30,gradesaver
262,0.5265587114557067,1,dracula-chapter-8-source-stable-19,gradesaver
263,0.5597945131757356,1,dracula-chapter-8-source-stable-35,gradesaver
264,0.5611575542735995,1,dracula-chapter-8-source-stable-18,gradesaver
265,0.5345775092570001,1,dracula-chapter-8-source-stable-24,gradesaver
266,0.5747454731575354,1,dracula-chapter-8-source-stable-14,gradesaver
267,0.5539414821200197,1,dracula-chapter-8-source-stable-41,gradesaver
268,0.5928554634760258,1,dracula-chapter-8-source-stable-5,gradesaver
269,0.5614552262500275,1,dracula-chapter-8-source-stable-13,gradesaver
270,0.5767144308494223,1,dracula-chapter-8-source-stable-11,gradesaver
271,0.5547913592503869,1,dracula-chapter-8-source-stable-16,gradesaver
272,0.5294685374504692,1,dracula-chapter-8-source-stable-26,gradesaver
273,0.5535897637226714,1,dracula-chapter-8-source-stable-46,gradesaver
274,0.5400128473146264,1,dracula-chapter-9-source-stable-32,gradesaver
275,0.5473593360685002,1,dracula-chapter-9-source-stable-0,gradesaver
276,0.5446778240068918,1,dracula-chapter-9-source-stable-3,gradesaver
277,0.5666239472965304,2,dracula-chapter-9-source-stable-8,gradesaver
278,0.5409585314694333,2,dracula-chapter-9-source-stable-39,gradesaver
279,0.5877019422782093,2,dracula-chapter-9-source-stable-19,gradesaver
280,0.5757916650953694,1,dracula-chapter-9-source-stable-23,gradesaver
281,0.5741285889328838,1,dracula-chapter-9-source-stable-26,gradesaver
282,0.562541165984964,1,dracula-chapter-9-source-stable-25,gradesaver
283,0.5695973631332208,1,dracula-chapter-9-source-stable-36,gradesaver
284,0.5551247426452207,2,dracula-chapter-9-source-stable-42,gradesaver
285,0.5003831536880877,1,dracula-chapter-9-source-stable-10,gradesaver
286,0.5565828849131238,1,dracula-chapter-9-source-stable-49,gradesaver
287,0.5568871506180022,1,dracula-chapter-9-source-stable-35,gradesaver
288,0.6166702037757968,1,dracula-chapter-10-source-stable-57,gradesaver
289,0.5507080404268558,1,dracula-chapter-10-source-stable-21,gradesaver
290,0.5499207436837851,1,dracula-chapter-10-source-stable-38,gradesaver
291,0.5373282080065196,1,dracula-chapter-10-source-stable-30,gradesaver
292,0.5683923032408364,1,dracula-chapter-10-source-stable-8,gradesaver
293,0.5541514831742066,1,dracula-chapter-10-source-stable-26,gradesaver
294,0.6706869583503849,1,dracula-chapter-10-source-stable-56,gradesaver
295,0.5604701065899123,1,dracula-chapter-10-source-stable-62,gradesaver
296,0.5014531360718336,1,dracula-chapter-10-source-stable-39,gradesaver
297,0.5372880317565534,2,dracula-chapter-11-source-stable-33,gradesaver
298,0.5500763765692043,2,dracula-chapter-11-source-stable-2,gradesaver
299,0.539615080659197,1,dracula-chapter-11-source-stable-10,gradesaver
300,0.567991081197004,1,dracula-chapter-11-source-stable-8,gradesaver
301,0.5522483247935872,1,dracula-chapter-11-source-stable-3,gradesaver
302,0.5378271182098439,1,dracula-chapter-11-source-stable-30,gradesaver
303,0.5551401600955707,2,dracula-chapter-11-source-stable-31,gradesaver
304,0.5688124018176903,1,dracula-chapter-11-source-stable-32,gradesaver
305,0.5535542297538392,1,dracula-chapter-11-source-stable-1,gradesaver
306,0.5677623290472628,2,dracula-chapter-11-source-stable-38,gradesaver
307,0.6025833673716021,1,dracula-chapter-11-source-stable-27,gradesaver
308,0.5216598933642175,1,dracula-chapter-11-source-stable-35,gradesaver
309,0.5476691820135723,1,dracula-chapter-11-source-stable-5,gradesaver
310,0.5570454705343354,1,dracula-chapter-12-source-stable-34,gradesaver
311,0.533265430960821,1,dracula-chapter-12-source-stable-4,gradesaver
312,0.531752341347645,2,dracula-chapter-12-source-stable-15,gradesaver
313,0.5537220055876677,1,dracula-chapter-12-source-stable-13,gradesaver
314,0.526898555205644,1,dracula-chapter-12-source-stable-16,gradesaver
315,0.506015256176397,1,dracula-chapter-12-source-stable-27,gradesaver
316,0.5725894882878161,2,dracula-chapter-12-source-stable-29,gradesaver
317,0.7409567326442061,1,dracula-chapter-12-source-stable-32,gradesaver
318,0.51558780470954,1,dracula-chapter-12-source-stable-44,gradesaver
319,0.5339663495700073,1,dracula-chapter-12-source-stable-39,gradesaver
320,0.5679945064093973,1,dracula-chapter-12-source-stable-40,gradesaver
321,0.5666663570216404,1,dracula-chapter-12-source-stable-47,gradesaver
322,0.5387120647367902,1,dracula-chapter-12-source-stable-49,gradesaver
323,0.6068021547654023,1,dracula-chapter-12-source-stable-52,gradesaver
324,0.5570923799992986,1,dracula-chapter-12-source-stable-53,gradesaver
325,0.5529340067765747,1,dracula-chapter-12-source-stable-43,gradesaver
326,0.5209476041578363,1,dracula-chapter-12-source-stable-55,gradesaver
327,0.5289915445048952,2,dracula-chapter-13-source-stable-37,gradesaver
328,0.5706739603910966,1,dracula-chapter-13-source-stable-35,gradesaver
329,0.5446021929468445,1,dracula-chapter-13-source-stable-5,gradesaver
330,0.5454306180857217,1,dracula-chapter-13-source-stable-1,gradesaver
331,0.5563928211626108,1,dracula-chapter-13-source-stable-27,gradesaver
332,0.6382734027049299,1,dracula-chapter-13-source-stable-14,gradesaver
333,0.5015113452820251,1,dracula-chapter-13-source-stable-26,gradesaver
334,0.5366388399668597,1,dracula-chapter-13-source-stable-19,gradesaver
335,0.534717444258448,1,dracula-chapter-13-source-stable-34,gradesaver
336,0.5377451851023529,1,dracula-chapter-13-source-stable-48,gradesaver
337,0.5461080777710225,1,dracula-chapter-13-source-stable-46,gradesaver
338,0.4939986034058908,1,dracula-chapter-14-source-stable-2,gradesaver
339,0.5683558914371452,1,dracula-chapter-14-source-stable-12,gradesaver
340,0.5211344948092906,1,dracula-chapter-14-source-stable-5,gradesaver
341,0.5911382707176431,1,dracula-chapter-14-source-stable-32,gradesaver
342,0.5590634234334673,1,dracula-chapter-14-source-stable-35,gradesaver
343,0.571578854507716,2,dracula-chapter-14-source-stable-29,gradesaver
344,0.5351492164907236,1,dracula-chapter-14-source-stable-38,gradesaver
