,rouge-2n,number of Unique sentences,title,source
60,0.0,1,the-last-of-the-mohicans-chapter-30-source-stable-5,cliffnotes
61,0.06451612466181092,1,the-last-of-the-mohicans-chapter-30-source-stable-17,cliffnotes
62,0.04081632154935504,1,the-last-of-the-mohicans-chapter-30-source-stable-22,cliffnotes
63,0.051282047731755674,1,the-last-of-the-mohicans-chapter-30-source-stable-30,cliffnotes
64,0.0,1,the-last-of-the-mohicans-chapter-31-source-stable-1,cliffnotes
65,0.43478260384688094,1,the-last-of-the-mohicans-chapter-31-source-stable-2,cliffnotes
66,0.08333332836805586,1,the-last-of-the-mohicans-chapter-31-source-stable-8,cliffnotes
67,0.15999999680000007,1,the-last-of-the-mohicans-chapter-31-source-stable-11,cliffnotes
68,0.055555553179012444,1,the-last-of-the-mohicans-chapter-31-source-stable-17,cliffnotes
69,0.04651162323418111,1,the-last-of-the-mohicans-chapter-31-source-stable-18,cliffnotes
70,0.1666666618055557,1,the-last-of-the-mohicans-chapter-31-source-stable-21,cliffnotes
71,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-2,cliffnotes
72,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-4,cliffnotes
73,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-13,cliffnotes
74,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-21,cliffnotes
75,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-23,cliffnotes
76,0.23878204632275757,2,the-last-of-the-mohicans-chapter-32-source-stable-24,cliffnotes
77,0.05714285306122478,1,the-last-of-the-mohicans-chapter-32-source-stable-25,cliffnotes
78,0.07212475312580523,2,the-last-of-the-mohicans-chapter-32-source-stable-29,cliffnotes
79,0.0,1,the-last-of-the-mohicans-chapter-33-source-stable-12,cliffnotes
80,0.009009007781836059,1,the-last-of-the-mohicans-chapter-33-source-stable-24,cliffnotes
81,0.060606055647383326,1,the-last-of-the-mohicans-chapter-33-source-stable-20,cliffnotes
82,0.39999999571358025,1,the-last-of-the-mohicans-chapter-33-source-stable-26,cliffnotes
83,0.0,1,the-last-of-the-mohicans-chapter-3-source-stable-4,sparknotes
84,0.1754901917320647,2,the-last-of-the-mohicans-chapter-3-source-stable-13,sparknotes
85,0.016949150043091433,1,the-last-of-the-mohicans-chapter-3-source-stable-16,sparknotes
86,0.0,1,the-last-of-the-mohicans-chapter-3-source-stable-15,sparknotes
87,0.0,1,the-last-of-the-mohicans-chapter-4-source-stable-4,sparknotes
88,0.3599999950720001,1,the-last-of-the-mohicans-chapter-4-source-stable-5,sparknotes
89,0.047619042721088946,1,the-last-of-the-mohicans-chapter-4-source-stable-10,sparknotes
90,0.09285714039183682,1,the-last-of-the-mohicans-chapter-4-source-stable-19,sparknotes
91,0.07142856904336743,1,the-last-of-the-mohicans-chapter-4-source-stable-13,sparknotes
92,0.0,1,the-last-of-the-mohicans-chapter-4-source-stable-9,sparknotes
93,0.07843136756632098,1,the-last-of-the-mohicans-chapter-5-source-stable-1,sparknotes
94,0.0434782566351611,1,the-last-of-the-mohicans-chapter-5-source-stable-5,sparknotes
95,0.04651162624842262,1,the-last-of-the-mohicans-chapter-5-source-stable-14,sparknotes
96,0.09756097068411684,1,the-last-of-the-mohicans-chapter-5-source-stable-6,sparknotes
97,0.06451612505202939,1,the-last-of-the-mohicans-chapter-5-source-stable-11,sparknotes
98,0.1463414584414041,1,the-last-of-the-mohicans-chapter-5-source-stable-15,sparknotes
99,0.0,1,the-last-of-the-mohicans-chapter-6-source-stable-4,sparknotes
100,0.03508771785780246,2,the-last-of-the-mohicans-chapter-6-source-stable-17,sparknotes
101,0.06003583773703,2,the-last-of-the-mohicans-chapter-6-source-stable-10,sparknotes
102,0.0,1,the-last-of-the-mohicans-chapter-6-source-stable-15,sparknotes
103,0.0,1,the-last-of-the-mohicans-chapter-6-source-stable-20,sparknotes
104,0.055555550802469544,1,the-last-of-the-mohicans-chapter-6-source-stable-19,sparknotes
105,0.06451612403746138,1,the-last-of-the-mohicans-chapter-6-source-stable-16,sparknotes
106,0.03846153640902378,1,the-last-of-the-mohicans-chapter-9-source-stable-9,sparknotes
107,0.057971012904851967,2,the-last-of-the-mohicans-chapter-9-source-stable-7,sparknotes
108,0.0,1,the-last-of-the-mohicans-chapter-9-source-stable-6,sparknotes
109,0.05882352484429102,1,the-last-of-the-mohicans-chapter-12-source-stable-6,sparknotes
110,0.028571426073469606,2,the-last-of-the-mohicans-chapter-12-source-stable-15,sparknotes
111,0.0,1,the-last-of-the-mohicans-chapter-12-source-stable-4,sparknotes
112,0.1025640975936886,1,the-last-of-the-mohicans-chapter-15-source-stable-7,sparknotes
113,0.0869565169754256,1,the-last-of-the-mohicans-chapter-15-source-stable-15,sparknotes
114,0.04878048530636539,1,the-last-of-the-mohicans-chapter-15-source-stable-19,sparknotes
115,0.03641178079375333,1,the-last-of-the-mohicans-chapter-16-source-stable-21,sparknotes
116,0.0,1,the-last-of-the-mohicans-chapter-16-source-stable-2,sparknotes
117,0.02222221978271632,1,the-last-of-the-mohicans-chapter-16-source-stable-5,sparknotes
118,0.0,1,the-last-of-the-mohicans-chapter-16-source-stable-1,sparknotes
119,0.0,1,the-last-of-the-mohicans-chapter-16-source-stable-18,sparknotes
120,0.0,1,the-last-of-the-mohicans-chapter-17-source-stable-18,sparknotes
121,0.03333333083333352,1,the-last-of-the-mohicans-chapter-17-source-stable-20,sparknotes
122,0.0,1,the-last-of-the-mohicans-chapter-17-source-stable-29,sparknotes
123,0.0,1,the-last-of-the-mohicans-chapter-17-source-stable-30,sparknotes
124,0.0,1,the-last-of-the-mohicans-chapter-22-source-stable-0,sparknotes
125,0.07692307204142042,1,the-last-of-the-mohicans-chapter-22-source-stable-7,sparknotes
126,0.3720930183234181,1,the-last-of-the-mohicans-chapter-22-source-stable-16,sparknotes
127,0.1025640975936886,1,the-last-of-the-mohicans-chapter-22-source-stable-18,sparknotes
128,0.24999999503472223,1,the-last-of-the-mohicans-chapter-22-source-stable-21,sparknotes
129,0.0,1,the-last-of-the-mohicans-chapter-22-source-stable-23,sparknotes
130,0.07281745555980762,2,the-last-of-the-mohicans-chapter-25-source-stable-3,sparknotes
131,0.1627906951757707,1,the-last-of-the-mohicans-chapter-25-source-stable-17,sparknotes
132,0.0,1,the-last-of-the-mohicans-chapter-25-source-stable-20,sparknotes
133,0.07843136778162274,1,the-last-of-the-mohicans-chapter-25-source-stable-27,sparknotes
134,0.4999999951757813,1,the-last-of-the-mohicans-chapter-26-source-stable-10,sparknotes
135,0.09374999785156254,1,the-last-of-the-mohicans-chapter-26-source-stable-6,sparknotes
136,0.3555555505777778,1,the-last-of-the-mohicans-chapter-26-source-stable-3,sparknotes
137,0.09999999755625005,1,the-last-of-the-mohicans-chapter-27-source-stable-17,sparknotes
138,0.0,1,the-last-of-the-mohicans-chapter-27-source-stable-13,sparknotes
139,0.3636363592975207,1,the-last-of-the-mohicans-chapter-27-source-stable-16,sparknotes
140,0.15762273486297976,1,the-last-of-the-mohicans-chapter-27-source-stable-18,sparknotes
141,0.0,1,the-last-of-the-mohicans-chapter-30-source-stable-5,sparknotes
142,0.06451612466181092,1,the-last-of-the-mohicans-chapter-30-source-stable-17,sparknotes
143,0.01020408038733876,1,the-last-of-the-mohicans-chapter-30-source-stable-22,sparknotes
144,0.07692307195266304,1,the-last-of-the-mohicans-chapter-30-source-stable-9,sparknotes
145,0.051282047731755674,1,the-last-of-the-mohicans-chapter-30-source-stable-30,sparknotes
146,0.04761904317460359,1,the-last-of-the-mohicans-chapter-30-source-stable-31,sparknotes
147,0.0,1,the-last-of-the-mohicans-chapter-31-source-stable-1,sparknotes
148,0.023255811617090554,1,the-last-of-the-mohicans-chapter-31-source-stable-18,sparknotes
149,0.43478260384688094,1,the-last-of-the-mohicans-chapter-31-source-stable-2,sparknotes
150,0.08333332836805586,1,the-last-of-the-mohicans-chapter-31-source-stable-8,sparknotes
151,0.07672514373686273,1,the-last-of-the-mohicans-chapter-31-source-stable-11,sparknotes
152,0.11111110635802489,1,the-last-of-the-mohicans-chapter-31-source-stable-17,sparknotes
153,0.10897435405859664,1,the-last-of-the-mohicans-chapter-31-source-stable-21,sparknotes
154,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-2,sparknotes
155,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-13,sparknotes
156,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-23,sparknotes
157,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-21,sparknotes
158,0.188173536489904,2,the-last-of-the-mohicans-chapter-32-source-stable-24,sparknotes
159,0.02857142653061239,1,the-last-of-the-mohicans-chapter-32-source-stable-25,sparknotes
160,0.0,1,the-last-of-the-mohicans-chapter-32-source-stable-4,sparknotes
161,0.07212475312580523,2,the-last-of-the-mohicans-chapter-32-source-stable-29,sparknotes
162,0.023088020827945737,1,the-last-of-the-mohicans-chapter-33-source-stable-20,sparknotes
163,0.0,1,the-last-of-the-mohicans-chapter-33-source-stable-12,sparknotes
164,0.027027023345508175,1,the-last-of-the-mohicans-chapter-33-source-stable-24,sparknotes
165,0.39999999571358025,1,the-last-of-the-mohicans-chapter-33-source-stable-26,sparknotes
166,0.011904761075680332,1,dracula-chapter-1-source-stable-3,gradesaver
167,0.012601105829659407,1,dracula-chapter-1-source-stable-0,gradesaver
168,0.03225806337148807,1,dracula-chapter-1-source-stable-2,gradesaver
169,0.0,1,dracula-chapter-1-source-stable-6,gradesaver
170,0.054331643960109276,1,dracula-chapter-1-source-stable-8,gradesaver
171,0.05714285469387766,1,dracula-chapter-1-source-stable-10,gradesaver
172,0.0,1,dracula-chapter-1-source-stable-24,gradesaver
173,0.042740007926936774,2,dracula-chapter-1-source-stable-14,gradesaver
174,0.0,1,dracula-chapter-1-source-stable-18,gradesaver
175,0.010204080445647785,1,dracula-chapter-1-source-stable-17,gradesaver
176,0.0,1,dracula-chapter-1-source-stable-31,gradesaver
177,0.012820511163708302,1,dracula-chapter-1-source-stable-22,gradesaver
178,0.026036580629258427,1,dracula-chapter-1-source-stable-25,gradesaver
179,0.0,1,dracula-chapter-1-source-stable-23,gradesaver
180,0.0,1,dracula-chapter-1-source-stable-30,gradesaver
181,0.05797101287649658,1,dracula-chapter-1-source-stable-32,gradesaver
182,0.0,1,dracula-chapter-2-source-stable-17,gradesaver
183,0.04160688419353869,1,dracula-chapter-2-source-stable-8,gradesaver
184,0.07635024303958608,1,dracula-chapter-2-source-stable-11,gradesaver
185,0.02243589579752403,1,dracula-chapter-2-source-stable-12,gradesaver
186,0.02486591756062544,1,dracula-chapter-2-source-stable-32,gradesaver
187,0.0869565204914934,1,dracula-chapter-2-source-stable-15,gradesaver
188,0.0,1,dracula-chapter-2-source-stable-7,gradesaver
189,0.0,1,dracula-chapter-2-source-stable-16,gradesaver
190,0.007105063416355765,1,dracula-chapter-2-source-stable-28,gradesaver
191,0.029411763944636696,1,dracula-chapter-2-source-stable-35,gradesaver
192,0.024946235537495722,1,dracula-chapter-2-source-stable-36,gradesaver
193,0.0,1,dracula-chapter-2-source-stable-37,gradesaver
194,0.046086314423997556,1,dracula-chapter-2-source-stable-38,gradesaver
195,0.0,1,dracula-chapter-3-source-stable-14,gradesaver
196,0.02262443275335625,1,dracula-chapter-3-source-stable-6,gradesaver
197,0.05786489935677356,1,dracula-chapter-3-source-stable-1,gradesaver
198,0.17803029805096435,1,dracula-chapter-3-source-stable-3,gradesaver
199,0.0,1,dracula-chapter-3-source-stable-4,gradesaver
200,0.10526315311634371,1,dracula-chapter-3-source-stable-8,gradesaver
201,0.03083333086086481,1,dracula-chapter-3-source-stable-13,gradesaver
202,0.08991396760470947,1,dracula-chapter-3-source-stable-16,gradesaver
203,0.14285713795918387,1,dracula-chapter-3-source-stable-18,gradesaver
204,0.19064778578011632,1,dracula-chapter-3-source-stable-19,gradesaver
205,0.1059782560267754,2,dracula-chapter-3-source-stable-21,gradesaver
206,0.0,1,dracula-chapter-3-source-stable-32,gradesaver
207,0.10735745666584302,1,dracula-chapter-3-source-stable-31,gradesaver
208,0.0,1,dracula-chapter-3-source-stable-34,gradesaver
209,0.07070477693727448,1,dracula-chapter-4-source-stable-14,gradesaver
210,0.005847952674669179,1,dracula-chapter-4-source-stable-51,gradesaver
211,0.13742393020021965,2,dracula-chapter-4-source-stable-4,gradesaver
212,0.0,1,dracula-chapter-4-source-stable-32,gradesaver
213,0.0,1,dracula-chapter-4-source-stable-6,gradesaver
214,0.16246498134794657,2,dracula-chapter-4-source-stable-8,gradesaver
215,0.008771928815020124,1,dracula-chapter-4-source-stable-43,gradesaver
216,0.0,1,dracula-chapter-4-source-stable-12,gradesaver
217,0.0,1,dracula-chapter-4-source-stable-16,gradesaver
218,0.04545454434343437,1,dracula-chapter-4-source-stable-27,gradesaver
219,0.05069884221211896,2,dracula-chapter-4-source-stable-37,gradesaver
220,0.024827582994670253,1,dracula-chapter-4-source-stable-0,gradesaver
221,0.0,1,dracula-chapter-4-source-stable-26,gradesaver
222,0.09193391240047653,1,dracula-chapter-4-source-stable-48,gradesaver
223,0.6666666617283951,1,dracula-chapter-4-source-stable-34,gradesaver
224,0.025641024035996152,1,dracula-chapter-4-source-stable-35,gradesaver
225,0.0693241323230143,2,dracula-chapter-4-source-stable-36,gradesaver
226,0.030303027823691663,1,dracula-chapter-4-source-stable-41,gradesaver
227,0.0,1,dracula-chapter-4-source-stable-44,gradesaver
228,0.04567005006522449,1,dracula-chapter-4-source-stable-49,gradesaver
229,0.05028283600911999,1,dracula-chapter-4-source-stable-38,gradesaver
230,0.0,1,dracula-chapter-4-source-stable-40,gradesaver
231,0.061976023499737465,2,dracula-chapter-5-source-stable-2,gradesaver
232,0.018515329256788747,1,dracula-chapter-5-source-stable-4,gradesaver
233,0.0,1,dracula-chapter-5-source-stable-1,gradesaver
234,0.052598978866189285,1,dracula-chapter-5-source-stable-15,gradesaver
235,0.03846153619822498,1,dracula-chapter-5-source-stable-22,gradesaver
236,0.008407224315524653,1,dracula-chapter-6-source-stable-41,gradesaver
237,0.05591543119253586,1,dracula-chapter-6-source-stable-0,gradesaver
238,0.0,1,dracula-chapter-6-source-stable-8,gradesaver
239,0.0,1,dracula-chapter-6-source-stable-3,gradesaver
240,0.036938619577071334,1,dracula-chapter-6-source-stable-22,gradesaver
241,0.03151260338248544,1,dracula-chapter-6-source-stable-23,gradesaver
242,0.13095237623015896,1,dracula-chapter-6-source-stable-24,gradesaver
243,0.0,1,dracula-chapter-6-source-stable-27,gradesaver
244,0.020833330850694744,1,dracula-chapter-6-source-stable-33,gradesaver
245,0.0,1,dracula-chapter-6-source-stable-25,gradesaver
246,0.2799999976960001,1,dracula-chapter-6-source-stable-35,gradesaver
247,0.030234880973890987,1,dracula-chapter-6-source-stable-39,gradesaver
248,0.26068375622402123,1,dracula-chapter-6-source-stable-2,gradesaver
249,0.0,1,dracula-chapter-7-source-stable-1,gradesaver
250,0.13650793153983395,1,dracula-chapter-7-source-stable-12,gradesaver
251,0.14285713826530627,1,dracula-chapter-7-source-stable-0,gradesaver
252,0.04905645436974796,1,dracula-chapter-7-source-stable-10,gradesaver
253,0.04680735813927778,2,dracula-chapter-7-source-stable-47,gradesaver
254,0.06976743958896708,1,dracula-chapter-7-source-stable-35,gradesaver
255,0.13636363149506447,1,dracula-chapter-7-source-stable-21,gradesaver
256,0.0,1,dracula-chapter-7-source-stable-33,gradesaver
257,0.008928570307716979,2,dracula-chapter-7-source-stable-5,gradesaver
258,0.0909090885215795,1,dracula-chapter-7-source-stable-25,gradesaver
259,0.1818181781450873,1,dracula-chapter-7-source-stable-29,gradesaver
260,0.1424721136955999,2,dracula-chapter-7-source-stable-52,gradesaver
261,0.08382065962449997,3,dracula-chapter-8-source-stable-30,gradesaver
262,0.05395633272480839,1,dracula-chapter-8-source-stable-19,gradesaver
263,0.0318518502505186,1,dracula-chapter-8-source-stable-35,gradesaver
264,0.04980438686559909,1,dracula-chapter-8-source-stable-18,gradesaver
265,0.02222222056296309,1,dracula-chapter-8-source-stable-24,gradesaver
266,0.06151688348740448,2,dracula-chapter-8-source-stable-14,gradesaver
267,0.011904761075680332,1,dracula-chapter-8-source-stable-41,gradesaver
268,0.028420253676529544,1,dracula-chapter-8-source-stable-5,gradesaver
269,0.05686936606647208,1,dracula-chapter-8-source-stable-13,gradesaver
270,0.07119329508773409,1,dracula-chapter-8-source-stable-11,gradesaver
271,0.04363636251188984,2,dracula-chapter-8-source-stable-16,gradesaver
272,0.0,1,dracula-chapter-8-source-stable-26,gradesaver
273,0.0,1,dracula-chapter-8-source-stable-46,gradesaver
274,0.09096123510342204,1,dracula-chapter-9-source-stable-32,gradesaver
275,0.03703703587105628,1,dracula-chapter-9-source-stable-0,gradesaver
276,0.0,1,dracula-chapter-9-source-stable-3,gradesaver
277,0.059016857748701836,2,dracula-chapter-9-source-stable-8,gradesaver
278,0.0,1,dracula-chapter-9-source-stable-39,gradesaver
279,0.17039847949931827,1,dracula-chapter-9-source-stable-19,gradesaver
280,0.029411762283737226,1,dracula-chapter-9-source-stable-23,gradesaver
281,0.09595359028580469,1,dracula-chapter-9-source-stable-26,gradesaver
282,0.0,1,dracula-chapter-9-source-stable-25,gradesaver
283,0.06550387266236052,1,dracula-chapter-9-source-stable-36,gradesaver
284,0.02775441386946939,2,dracula-chapter-9-source-stable-42,gradesaver
285,0.0,1,dracula-chapter-9-source-stable-10,gradesaver
286,0.05555555354938279,1,dracula-chapter-9-source-stable-49,gradesaver
287,0.10597825629142565,1,dracula-chapter-9-source-stable-35,gradesaver
288,0.44444444000000005,1,dracula-chapter-10-source-stable-57,gradesaver
289,0.0,1,dracula-chapter-10-source-stable-21,gradesaver
290,0.05711646682208829,1,dracula-chapter-10-source-stable-38,gradesaver
291,0.0,1,dracula-chapter-10-source-stable-30,gradesaver
292,0.06127659094562105,1,dracula-chapter-10-source-stable-8,gradesaver
293,0.1052631530193908,1,dracula-chapter-10-source-stable-26,gradesaver
294,0.3157894688088643,1,dracula-chapter-10-source-stable-56,gradesaver
295,0.040816321699292536,1,dracula-chapter-10-source-stable-62,gradesaver
296,0.0,1,dracula-chapter-10-source-stable-39,gradesaver
297,0.019128786327894127,2,dracula-chapter-11-source-stable-33,gradesaver
298,0.03311965620131255,2,dracula-chapter-11-source-stable-2,gradesaver
299,0.04974505049372235,1,dracula-chapter-11-source-stable-10,gradesaver
300,0.09924122429167594,1,dracula-chapter-11-source-stable-8,gradesaver
301,0.012012010953656454,1,dracula-chapter-11-source-stable-3,gradesaver
302,0.02325581175770708,1,dracula-chapter-11-source-stable-30,gradesaver
303,0.017342340678367887,2,dracula-chapter-11-source-stable-31,gradesaver
304,0.07142856892857151,1,dracula-chapter-11-source-stable-32,gradesaver
305,0.022727270480372125,1,dracula-chapter-11-source-stable-1,gradesaver
306,0.0848701999341649,2,dracula-chapter-11-source-stable-38,gradesaver
307,0.11764705425605555,1,dracula-chapter-11-source-stable-27,gradesaver
308,0.01904761744761918,1,dracula-chapter-11-source-stable-35,gradesaver
309,0.022988504177566496,1,dracula-chapter-11-source-stable-5,gradesaver
310,0.10878280644426092,1,dracula-chapter-12-source-stable-34,gradesaver
311,0.0,1,dracula-chapter-12-source-stable-4,gradesaver
312,0.015999999078400055,1,dracula-chapter-12-source-stable-15,gradesaver
313,0.06201550236163695,1,dracula-chapter-12-source-stable-13,gradesaver
314,0.12698412321491573,1,dracula-chapter-12-source-stable-16,gradesaver
315,0.0,1,dracula-chapter-12-source-stable-27,gradesaver
316,0.05203354828672222,1,dracula-chapter-12-source-stable-29,gradesaver
317,0.19999999760000003,1,dracula-chapter-12-source-stable-32,gradesaver
318,0.0,1,dracula-chapter-12-source-stable-44,gradesaver
319,0.0,1,dracula-chapter-12-source-stable-39,gradesaver
320,0.05673758702278562,1,dracula-chapter-12-source-stable-40,gradesaver
321,0.08951389799479696,1,dracula-chapter-12-source-stable-47,gradesaver
322,0.047619045209750695,1,dracula-chapter-12-source-stable-49,gradesaver
323,0.06478578395276989,1,dracula-chapter-12-source-stable-52,gradesaver
324,0.0,1,dracula-chapter-12-source-stable-53,gradesaver
325,0.0,1,dracula-chapter-12-source-stable-43,gradesaver
326,0.0,1,dracula-chapter-12-source-stable-55,gradesaver
327,0.0,1,dracula-chapter-13-source-stable-37,gradesaver
328,0.1561494218236068,1,dracula-chapter-13-source-stable-35,gradesaver
329,0.029411762283737226,1,dracula-chapter-13-source-stable-5,gradesaver
330,0.02985719879613089,1,dracula-chapter-13-source-stable-1,gradesaver
331,0.0384615372411243,1,dracula-chapter-13-source-stable-27,gradesaver
332,0.29010694690085237,1,dracula-chapter-13-source-stable-14,gradesaver
333,0.09090908628099197,1,dracula-chapter-13-source-stable-26,gradesaver
334,0.0,1,dracula-chapter-13-source-stable-19,gradesaver
335,0.02490095978481195,1,dracula-chapter-13-source-stable-34,gradesaver
336,0.06896551614001191,1,dracula-chapter-13-source-stable-48,gradesaver
337,0.09007352544391375,1,dracula-chapter-13-source-stable-46,gradesaver
338,0.0,1,dracula-chapter-14-source-stable-2,gradesaver
339,0.05395946476929932,2,dracula-chapter-14-source-stable-12,gradesaver
340,0.0,1,dracula-chapter-14-source-stable-5,gradesaver
341,0.048780482807852986,1,dracula-chapter-14-source-stable-32,gradesaver
342,0.0,1,dracula-chapter-14-source-stable-35,gradesaver
343,0.11630928932617451,1,dracula-chapter-14-source-stable-29,gradesaver
344,0.0,1,dracula-chapter-14-source-stable-38,gradesaver
345,0.14285713795918387,1,dracula-chapter-14-source-stable-40,gradesaver
346,0.0,1,dracula-chapter-14-source-stable-41,gradesaver
347,0.19230768980769233,1,dracula-chapter-14-source-stable-42,gradesaver
348,0.08888888395061757,1,dracula-chapter-14-source-stable-25,gradesaver
349,0.006944443241705455,1,dracula-chapter-15-source-stable-34,gradesaver
350,0.14479637525823616,2,dracula-chapter-15-source-stable-35,gradesaver
351,0.0,1,dracula-chapter-15-source-stable-12,gradesaver
352,0.0,1,dracula-chapter-15-source-stable-17,gradesaver
353,0.13916255868264524,1,dracula-chapter-15-source-stable-8,gradesaver
354,0.10333332871142012,1,dracula-chapter-15-source-stable-20,gradesaver
355,0.0,1,dracula-chapter-15-source-stable-23,gradesaver
356,0.0,1,dracula-chapter-15-source-stable-31,gradesaver
357,0.08333333121141981,1,dracula-chapter-15-source-stable-33,gradesaver
358,0.06428570962295954,1,dracula-chapter-15-source-stable-10,gradesaver
